Full Name,Year,Nationality,Gender,Type of Death,Status,Job,Employed as,Organizations,Coverage,Medium,Local or Foreign?,Source of Fire,Motive Confirmed,tortured,captive,threatened,photoUrl,photoCredit
Dilshan Ibash,2017,Syria,Female,Crossfire,Confirmed,"Broadcast Reporter,Internet Reporter",Staff,Hawar News Agency (ANHA),War,"Television,Internet",Local,Political Group,Confirmed,,,,https://cpj-photos.s3.amazonaws.com/Killed-Cap-Dilshan-Ibash-2017-10-18-1508360812692.jpg,Dilshan Ibash
Dmitry Popkov,2017,Russia,Male,Murder,Confirmed,"Editor,Print Reporter",Staff,Ton-M,"Corruption,Politics","Print,Internet",Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3.amazonaws.com/Dmitrii-Popkov-2017-06-30-1498839899942.jpg,Yulia Mullabayeva/Ton-M
Edgar Daniel Esqueda Castro,2017,Mexico,Male,Murder,Confirmed,Photographer,Freelance,Freelance,"Crime,Culture",Internet,Local,"Criminal Group,Government Officials",Confirmed,Yes,Yes,Yes,https://cpj-photos.s3.amazonaws.com/Mexico-killed-2017-11-01-1509570467051.jpg,Jan-Albert Hootsen
Gauri Lankesh,2017,India,Female,Murder,Confirmed,"Publisher/Owner,Columnist/Commentator",Staff,Gauri Lankesh Patrike,"Corruption,Human Rights,Politics","Print,Internet",Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3.amazonaws.com/AFP-Lankesh-1-2017-09-07-1504816619926.jpg,(AFP/Punit Paranjpe)
Habibollah Hosseinzadeh,2017,Afghanistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Press TV,War,Television,Local,Political Group,Confirmed,,,,,
Harb Hazzah al-Duleimi,2017,Iraq,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Hona Salaheddin,"Culture,Human Rights,Politics,War,Sports",Television,Local,Political Group,Confirmed,,,,,
Hawker Faisal Mohammed,2017,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Hawar News Agency (ANHA),War,"Television,Internet",Local,Political Group,Confirmed,,,,https://cpj-photos.s3.amazonaws.com/Killed-Cap-Hawker-Faisal-%20Mohammed-2017-10-18-1508362507681.jpg,Hawker Faisal Mohammed
Hussain Nazari,2017,Afghanistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Rah-E-Farda Radio and Television,Politics,"Radio,Television",Local,Political Group,Confirmed,,,,,
Javier Valdez Cárdenas,2017,Mexico,Male,Murder,Confirmed,"Internet Reporter,Print Reporter",Staff,Ríodoce,"Corruption,Crime,Politics","Print,Internet",Local,Criminal Group,Confirmed,No,No,Yes,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/11222011JavierValdezCardenasAFPGettyMichaelNagle.jpg,AFP/Getty
Joaquin Briones,2017,Philippines,Male,Murder,Confirmed,Print Reporter,Staff,Remate,"Crime,Politics",Print,Local,,Confirmed,No,No,Yes,,
Karam Kabishou,2017,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Sama TV,"War,Culture",Television,Local,"Political Group,Paramilitary Group",Confirmed,,,,,
Khaled al-Khateb,2017,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Freelance,RT,War,Television,Local,Political Group,Confirmed,,,,,
Kim Wall,2017,Sweden,Female,Dangerous Assignment,Confirmed,Print Reporter,Freelance,Freelance,"Culture,Human Rights,Politics",Print,Foreign,Local Residents,Confirmed,,,,https://cpj-photos.s3.amazonaws.com/Kim%20Wall-1-2017-08-30-1504125125586.jpg,Tom Wall
Louay Sadiq Meshaal,2017,Iraq,Male,Crossfire,Confirmed,"Photographer,Camera Operator",Staff,Al-Nujaba TV,War,"Internet,Television",Local,Political Group,Confirmed,,,,,
Luís Gustavo da Silva,2017,Brazil,Male,Murder,Confirmed,Internet Reporter,Freelance,Freelance,"Corruption,Crime",Internet,Local,Criminal Group,Confirmed,No,No,No,,
María Efigenia Vásquez Astudillo,2017,Colombia,Female,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Renacer Kokonuko,Culture,Radio,Local,"Local Residents,Military Officials",Confirmed,,,,,
Maximino Rodríguez,2017,Mexico,Male,Murder,Confirmed,"Columnist/Commentator,Internet Reporter",Freelance,Freelance,"Corruption,Crime,Politics",Internet,Local,Criminal Group,Confirmed,No,No,Yes,,
Miroslava Breach Velducea,2017,Mexico,Female,Murder,Confirmed,"Print Reporter,Internet Reporter",Staff,La Jornada,"Crime,Politics","Print,Internet",Local,Criminal Group,Confirmed,No,No,Yes,,
Mohamed Abazied (George Samara),2017,Syria,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Nabd Syria Satellite Station/ Syria Media Organization (SMO),War,"Television,Internet",Local,Military Officials,Confirmed,,,,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/AbaziedMoawyaAlZoaby.jpg,Photo: Moawya Al-Zoaby
Nikolai Andrushchenko,2017,Russia,Male,Murder,Confirmed,"Internet Reporter,Print Reporter",Staff,Novy Peterburg,"Corruption,Politics","Print,Internet",Local,,Confirmed,No,No,Yes,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/10092916RussiaStPeteNikolaiAndrushchenko-DenisUsovVERT.jpg,Denis Usov
Osama al-Habaly,2017,Syria,Male,Unknown,Confirmed,"Camera Operator,Photographer",Freelance,Abounaddara Collective,"Human Rights,Politics,War",Documentary Film,Local,"Government Officials,Military Officials",Confirmed,,,,,
Osama Nasr al-Zoabi,2017,Syria,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Staff,Syrian Media Organization (SMO),War,"Internet,Television",Local,Military Officials,Confirmed,,,,https://cpj-photos.s3.amazonaws.com/Syria-1-2017-09-01-1504292013263.jpg,Syrian Media Organization
Qais al-Jazar (Qais al-Qadhi),2017,Syria,Male,Crossfire,Confirmed,"Camera Operator,Editor,Broadcast Reporter",Staff,Al-Jisr TV,War,Television,Local,Military Officials,Confirmed,,,,,
Rajesh Mishra,2017,India,Male,Murder,Confirmed,Print Reporter,Freelance,Dainik Jagran,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,No,,
Salvador Adame Pardo,2017,Mexico,Male,Murder,Confirmed,"Broadcast Reporter,Publisher/Owner",Staff,6TV,"Corruption,Politics",Television,Local,"Criminal Group,Government Officials",Confirmed,No,Yes,No,,
Sayed Mehdi Husaini,2017,Afghanistan,Male,Dangerous Assignment,Confirmed,Internet Reporter,Staff,Jomhor News Agency,Culture,Internet,Local,Political Group,Confirmed,,,,,
Sayeed Khuda Dad Ahamdi,2017,Afghanistan,Male,Dangerous Assignment,Confirmed,"Print Reporter,Internet Reporter",Staff,Afghan Voice Agency,Culture,"Internet,Television",Local,Political Group,Confirmed,,,,,
Shantanu Bhowmik,2017,India,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Dinraat,Politics,Television,Local,Mob Violence,Confirmed,,,,,
Shifa Zikri Ibrahim (Shifa Gardi),2017,Iraq,Female,Crossfire,Confirmed,Broadcast Reporter,Staff,Rudaw TV,War,Television,Local,Political Group,Confirmed,,,,https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/02262017ShifaGardiAFPGettySafinHamid.jpg,(AFP/Getty/Safin Hamid)
Stephan Villeneuve,2017,France,Male,Crossfire,Confirmed,Camera Operator,Freelance,#5BisProduction,War,"Television,Internet",Foreign,Political Group,Confirmed,,,,,
Sudad Faris,2017,Iraq,Male,Crossfire,Confirmed,"Camera Operator,Producer",Staff,Salaheddin TV,"Corruption,Culture,Human Rights,War",Television,Local,Political Group,Confirmed,,,,,
Sudip Dutta Bhaumik,2017,India,Male,Murder,Confirmed,Print Reporter,Staff,Syandan Patrika,"Politics,Corruption",Print,Local,Government Officials,Confirmed,No,No,No,,
Suhaib al-Heeti,2017,Iraq,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Freelance,Asiasat,"Politics,War,Human Rights,Culture",Television,Local,Political Group,Confirmed,,,,,
Taimoor Khan,2017,Pakistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Samaa TV,"Crime,Politics",Television,Local,Political Group,Confirmed,,,,,
Takieddin al-Hudhaifi,2017,Yemen,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Freelance,Al-Akhbariya,War,Television,Local,Political Group,Confirmed,,,,,
Veronique Robert,2017,France,Female,Crossfire,Confirmed,"Camera Operator,Photographer",Staff,#5BisProduction,"War,Human Rights","Television,Internet",Foreign,Political Group,Confirmed,,,,,
Wael al-Absi,2017,Yemen,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Freelance,Yemen TV,"War,Human Rights",Television,Local,Political Group,Confirmed,,,,,
Yameen Rasheed,2017,Maldives,Male,Murder,Confirmed,"Columnist/Commentator,Publisher/Owner",Staff,The Daily Panic,"Corruption,Politics",Internet,Local,Criminal Group,Confirmed,No,No,Yes,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Maldives_9_1.jpg_ae5ffe90-281a-485a-9815-dd49399b91cf.jpeg,CPJ
Abdelqadir Fassouk,2016,Libya,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Staff,Arraed Satellite TV,War,"Print,Television",Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Abdelqadir-Fassouk250.jpg,Courtesy Arraed TV
Abdiaziz Ali,2016,Somalia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Shabelle,"Corruption,Human Rights,War",Radio,Local,Political Group,Confirmed,No,No,No,,
Abdul Salam Kanaan,2016,Syria,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Al-Jisr TV,War,Television,Local,Military Officials,Confirmed,,,,,
Abdullah Mohammad Ghannam,2016,Syria,Male,Crossfire,Confirmed,"Photographer,Internet Reporter",Staff,Shahba Press Agency,"Human Rights,War",Internet,Local,Military Officials,Confirmed,,,,,
Ahmad Hallak,2016,Syria,Male,Crossfire,Confirmed,"Photographer,Internet Reporter",Staff,Al-Buraq Media Institution,War,Internet,Local,Military Officials,Confirmed,,,,,
Ahmed al-Shaibani,2016,Yemen,Male,Crossfire,Confirmed,"Camera Operator,Photographer,Internet Reporter",Freelance,"Yaman News, Yemen TV",War,"Television,Internet",Local,Political Group,Confirmed,,,,,
Ahmet Haceroğlu,2016,Iraq,Male,Crossfire,Confirmed,Producer,Staff,Türkmeneli TV,"Politics,War",Television,Local,Political Group,Confirmed,,,,,
Ali Mahmud,2016,Iraq,Male,Crossfire,Confirmed,Camera Operator,Staff,Al-Ghadeer TV,War,Television,Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Ali_Mahmud_youtube_al.ghadeer.jpg,YouTube/Al-Ghadeer TV
Ali Risan,2016,Iraq,Male,Crossfire,Confirmed,Camera Operator,Staff,Al-Sumaria TV,War,"Television,Internet",Local,Political Group,Confirmed,,,,,
Almigdad Mojalli,2016,Yemen,Male,Crossfire,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,Freelance,"Culture,Human Rights,Politics,War","Print,Internet",Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/AlmigdadMojalli_silviaBattaglia180.jpg,Silvia Battaglia
Awab al-Zubiry,2016,Yemen,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Freelance,Freelance,"Politics,War",Internet,Local,Political Group,Confirmed,,,,,
David Gilkey,2016,USA,Male,Crossfire,Confirmed,Photographer,Staff,National Public Radio,"Politics,War","Radio,Internet",Foreign,Political Group,Confirmed,,,,,
El-Hadj Mohamed Diallo ,2016,Guinea,Male,Dangerous Assignment,Confirmed,Internet Reporter,Staff,"Guinée7, Afrik",Politics,Internet,Local,Political Group,Confirmed,,,,,
Elidio Ramos Zárate,2016,Mexico,Male,Murder,Confirmed,Print Reporter,Staff,El Sur,Crime,Print,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/07192016elidio230elsur.jpg,Elidio Ramos Zarate reports on demonstrations in the Mexican state of Oaxaca shortly before his murder. (courtesy of El Sur del Itsmo)
Hashim al-Hamran,2016,Yemen,Male,Crossfire,Confirmed,Camera Operator,Staff,Al-Masirah TV,War,Television,Local,Military Officials,Confirmed,,,,,
Hassan al-Anbaki,2016,Iraq,Male,Murder,Confirmed,Camera Operator,Staff,Al-Sharqiya,War,Television,Local,Political Group,Confirmed,No,No,No,,
Ibrahim Omar,2016,Syria,Male,Crossfire,Confirmed,Camera Operator,Staff,Al Jazeera,War,Television,Local,Military Officials,Confirmed,,,,,
Jeroen Oerlemans ,2016,,Male,Crossfire,Confirmed,Photographer,Freelance,Freelance,"Politics,War","Print,Internet",Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Oerlemans-3-Cap.jpg,Stanislav Krupar
Jihad Jamal,2016,Syria,Male,Unknown,Confirmed,Internet Reporter,Freelance,Freelance,Human Rights,Internet,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/IMG-20200415-WA0002.jpg_67a09f65-3af9-42a0-b561-42e5d73a3f8b.jpeg,Laila Jaafar
João Miranda do Carmo,2016,Brazil,Male,Murder,Confirmed,"Editor,Internet Reporter",Staff,SAD Sem Censura,"Corruption,Crime,Politics",Internet,Local,Criminal Group,Confirmed,No,No,Yes,,
Karun Misra,2016,India,Male,Murder,Confirmed,Print Reporter,Staff,Jansandesh Times,"Corruption,Crime,Politics",Print,Local,"Criminal Group, Local Residents",Confirmed,No,No,No,,
Khaled al-Zintani ,2016,Libya,Male,Crossfire,Confirmed,Photographer,Freelance,Freelance,War,"Television,Internet",Local,Political Group,Confirmed,,,,,
Khaled Eissa ,2016,Syria,Male,Murder,Confirmed,"Camera Operator,Photographer",Freelance,Freelance,"Human Rights,War","Television,Internet",Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/khaledeissa250.jpg,"Screenshot from Khaled Eissa's Instagram account, @khaledesa9"
Larry Que,2016,Philippines,Male,Murder,Confirmed,"Columnist/Commentator,Publisher/Owner",Staff,Catanduanes News Now,"Corruption,Crime,Politics",Print,Local,Government Officials,Confirmed,No,No,No,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/LarryQue_July2013Facebook.jpg_c77b4563-d70d-4dda-b091-ad26c5ef2fad.jpeg,Facebook/Larry Que
Mahad Ali Mohamed ,2016,Somalia,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Codka Mudug Radio,War,Radio,Local,Paramilitary Group,Confirmed,,,,,
Majid Dirani,2016,Syria,Male,Crossfire,Confirmed,"Camera Operator,Internet Reporter",Freelance,Freelance,War,Internet,Local,Military Officials,Confirmed,,,,,
Marcos Hernández Bautista ,2016,Mexico,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Staff,"Noticias, Voz e Imagen de Oaxaca","Corruption,Politics","Print,Radio",Local,,Confirmed,No,No,Yes,,
Mehmood Khan,2016,Pakistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,DawnNews,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports","Television,Internet",Local,Political Group,Confirmed,,,,,
Mohammad Nasir Mudasir ,2016,Afghanistan,Male,Murder,Confirmed,Editor,Staff,Melli Paigham Radio,,Radio,Local,Political Group,Confirmed,No,No,Yes,,
Mohammed Eissa,2016,Syria,Male,Murder,Confirmed,"Photographer,Internet Reporter",Staff,Nateq Network,War,Internet,Local,Political Group,Confirmed,No,Yes,Yes,,
Mohammed Ghalib al-Majidi,2016,Yemen,Male,Crossfire,Confirmed,"Camera Operator,Photographer,Internet Reporter",Freelance,Freelance,"Human Rights,Politics,War",Internet,Local,Political Group,Confirmed,,,,,
Mohammed Sayyed Hassan,2016,Syria,Male,Crossfire,Confirmed,"Photographer,Editor,Internet Reporter",Staff,"All4Syria, Al-Nabaa Media Center",War,Internet,Local,Military Officials,Confirmed,,,,,
Mohsen Khazaei,2016,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Islamic Republic of Iran Broadcasting,War,Television,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/MohsenKhazaei-Syria-Killed-IRIBscrnsht225.jpg,"Screenshot, IRIB News Agency video"
Mubarak al-Abadi,2016,Yemen,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator,Photographer,Producer",Staff,Nabaa Media Foundation,"Politics,War",Television,Local,Political Group,Confirmed,,,,,
Mustafa Abdul Hassa,2016,Syria,Male,Murder,Confirmed,Internet Reporter,Staff,Shaam News Network,War,Internet,Local,Political Group,Confirmed,No,Yes,Yes,,
Mustafa Said,2016,Iraq,Male,Crossfire,Confirmed,Camera Operator,Staff,Kurdistan TV,War,Television,Local,Political Group,Confirmed,,,,,
Naimatullah Zaheer,2016,Afghanistan,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Ariana News,"Culture,Politics,War",Television,Local,Political Group,Confirmed,,,,,
Niraz Saeed,2016,Syria,Male,Unknown,Confirmed,Photographer,Freelance,Freelance,"Human Rights,War","Print,Internet",Local,Government Officials,Confirmed,,,,,
Osama Jumaa,2016,Syria,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Staff,Images Live,War,"Television,Internet",Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Osama-Jumaa-ImagesLive-1.jpg,"Osama Jumaa, a photographer and video journalist, was killed while covering the rescue of civilians after a bombardment in Syria. (Images Live)"
Pavel Sheremet,2016,,Male,Murder,Confirmed,"Broadcast Reporter,Internet Reporter",Staff,"Ukrainska Pravda, Radio Vesti","Corruption,Crime,Politics","Radio,Internet",Foreign,Unknown Fire,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/07202016UkrainePavelSheremetAPSergeiChusavkov250.jpg,Sergei Chusavkov/AP
Rajdev Ranjan,2016,India,Male,Murder,Confirmed,Print Reporter,Staff,Hindustan,"Corruption,Crime,Politics",Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Rohat Aktaş,2016,Turkey,Male,Unknown,Confirmed,"Editor,Print Reporter",Staff,Azadiya Welat,"Politics,War",Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/rohat-aktas4502.jpg,Azadiya Welat
Sagal Salad Osman,2016,Somalia,Female,Murder,Confirmed,Broadcast Reporter,Staff,Radio Mogadishu,Culture,Radio,Local,Political Group,Confirmed,No,No,No,,
Saif Talal,2016,Iraq,Male,Murder,Confirmed,Broadcast Reporter,Staff,Al-Sharqiya,War,Television,Local,Political Group,Confirmed,No,No,Yes,,
Samer Mohammed Aboud,2016,Syria,Male,Murder,Confirmed,"Broadcast Reporter,Internet Reporter",Staff,"Free Deir al-Zour Radio, Development Interaction Network",War,"Radio,Internet",Local,Political Group,Confirmed,No,Yes,Yes,,
Sami Jawdat Rabah,2016,Syria,Male,Murder,Confirmed,"Photographer,Internet Reporter",Staff,Syrian Observatory for Human Rights,War,Internet,Local,Political Group,Confirmed,No,Yes,Yes,,
Shehzad Ahmed,2016,Pakistan,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Aaj News,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Local,Political Group,Confirmed,,,,,
Soe Moe Tun ,2016,Myanmar,Male,Murder,Confirmed,Print Reporter,Staff,Daily Eleven,"Corruption,Crime",Print,Local,,Confirmed,No,No,No,,
Taha Shawkat Al-Halou,2016,Syria,Male,Crossfire,Confirmed,"Photographer,Internet Reporter",Freelance,Freelance,War,Internet,Local,Military Officials,Confirmed,,,,,
Zabihullah Tamanna,2016,Afghanistan,Male,Crossfire,Confirmed,Producer,Freelance,National Public Radio,"Culture,Human Rights,Politics,War","Print,Radio,Internet",Local,Political Group,Confirmed,,,,,
Zaher al-Shurqat,2016,,Male,Murder,Confirmed,Broadcast Reporter,Staff,Aleppo Today,War,Internet,Foreign,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Zaher-al-Shurqat200.jpg,AP
Abdullah Qabil,2015,Yemen,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,"Yemen Youth TV, Belqees TV","Politics,War",Television,Local,Military Officials,Confirmed,,,,,
Adam Juma,2015,South Sudan,Male,Murder,Confirmed,Broadcast Reporter,Staff,Raja FM,"Politics,War",Radio,Local,Political Group,Confirmed,No,No,No,,
Adam Ward,2015,USA,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,WDBJ7,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Local,Local Residents,Confirmed,,,,,
Adel Sayegh ,2015,Iraq,Male,Murder,Confirmed,"Camera Operator,Photographer",Staff,Salaheddin TV,"Politics,War",Television,Local,Political Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Adel-Sayegh200.jpg,Photo courtesy of the family
Ahmed Abu al-Hamza,2015,Syria,Male,Crossfire,Confirmed,"Camera Operator,Photographer",Staff,"SMART News Agency, Hama Media Center",War,Internet,Local,Military Officials,Confirmed,,,,,
Ahmed Mohamed al-Mousa,2015,Syria,Male,Murder,Confirmed,Editor,Staff,Raqqa is Being Slaughtered Silently,"Human Rights,Politics,War",Internet,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmed-Mohamed-al-Mousa200.jpg,(Photo courtesy of Raqqa is Being Slaughtered Silently)
Alison Parker,2015,USA,Female,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,WDBJ7,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Local,Local Residents,Confirmed,,,,,
